MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1343091,Hdac3,histone deacetylase 3,18,,negative regulation of cardiac muscle cell differentiation,"regulates a function/process that has the participant Tbx5,happens in cardioblast",,IMP,,J:210667 
MGI:3036234,Hdac4,histone deacetylase 4,1,,regulation of skeletal muscle fiber development,"happens in skeletal muscle tissue,happens in slow muscle cell",,IGI,MGI:1333784 MGI:1931221 ,J:127416 
MGI:1333784,Hdac5,histone deacetylase 5,11,,negative regulation of striated muscle tissue development,,,TAS,,J:113927 
MGI:1333784,Hdac5,histone deacetylase 5,11,,regulation of skeletal muscle fiber development,"happens in skeletal muscle tissue,happens in slow muscle cell",,IGI,MGI:1931221 MGI:3036234 ,J:127416 
MGI:1333752,Hdac6,histone deacetylase 6,X,,skeletal muscle tissue development,,,IMP,,J:182257 
MGI:1333752,Hdac6,histone deacetylase 6,X,,skeletal muscle tissue development,,,ISO,O75923 ,J:182257 
MGI:1891835,Hdac7,histone deacetylase 7,15,,negative regulation of striated muscle tissue development,,,TAS,,J:113927 
MGI:1931221,Hdac9,histone deacetylase 9,12,,negative regulation of striated muscle tissue development,,,TAS,,J:113927 
MGI:1931221,Hdac9,histone deacetylase 9,12,,regulation of skeletal muscle fiber development,"happens in skeletal muscle tissue,happens in slow muscle cell",,IGI,MGI:1333784 MGI:3036284 ,J:127416 
MGI:1924696,Heg1,heart development protein with EGF-like domains 1,16,,ventricular trabecula myocardium morphogenesis,results in the morphogenesis of primitive ventricle,,IGI,MGI:2385159 ,J:187714 
MGI:1341800,Hey1,hairy/enhancer-of-split related with YRPW motif 1,3,,ventricular trabecula myocardium morphogenesis,"has the participant heart,has the participant cardiac muscle cell",,IGI,MGI:1341884 ,J:96337 
MGI:1341884,Hey2,hairy/enhancer-of-split related with YRPW motif 2,10,,muscular septum morphogenesis,,,IMP,,J:79025 
MGI:1341884,Hey2,hairy/enhancer-of-split related with YRPW motif 2,10,,positive regulation of cardiac muscle cell proliferation,"regulates a function/process that happens in left ventricle cardiac muscle,regulates the proliferation of cardiac muscle cell",,IMP,MGI:2447620 ,J:133798 
MGI:1341884,Hey2,hairy/enhancer-of-split related with YRPW motif 2,10,,ventricular trabecula myocardium morphogenesis,"has the participant heart,has the participant cardiac muscle cell",,IGI,MGI:1341800 ,J:96337 
MGI:1860511,Heyl,hairy/enhancer-of-split related with YRPW motif-like,4,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:106589,Hivep3,human immunodeficiency virus type I enhancer binding protein 3,4,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:96108,Hlf,hepatic leukemia factor,11,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:96109,Hlx,H2.0-like homeobox,1,,skeletal muscle tissue development,results in the development of diaphragm,,IMP,MGI:2182089 ,J:31553 
MGI:1341190,Hmg20b,high mobility group 20B,10,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:96159,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,13,,positive regulation of skeletal muscle tissue development,,,ISO,RGD:2803 ,J:155856 
MGI:1347345,Homer1,homer scaffolding protein 1,13,,skeletal muscle fiber development,,,IMP,MGI:3526529 ,J:133899 
MGI:3642509,Hottip,Hoxa distal transcript antisense RNA,6,,skeletal muscle fiber development,,,IMP,MGI:5563534 ,J:233815 
MGI:96210,Hoxd9,homeobox D9,2,,skeletal muscle tissue development,results in the development of forelimb|results in the development of hindlimb,,IGI,MGI:96202 ,J:59070 
MGI:96202,Hoxd10,homeobox D10,2,,skeletal muscle tissue development,results in the development of forelimb|results in the development of hindlimb,,IGI,MGI:96210 ,J:59070 
MGI:96398,Id3,inhibitor of DNA binding 3,4,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:96432,Igf1,insulin-like growth factor 1,10,,positive regulation of cell growth involved in cardiac muscle cell development,,,ISO,P05019 ,J:164563 
MGI:96559,Il6,interleukin 6,5,,negative regulation of muscle organ development,,,ISO,RGD:2901 ,J:155856 
MGI:101791,Isl1,"ISL1 transcription factor, LIM/homeodomain",13,,ventricular cardiac muscle tissue morphogenesis,,,IGI,Q02248 ,J:143832 
MGI:104813,Jarid2,"jumonji, AT rich interactive domain 2",13,,negative regulation of cardiac muscle cell proliferation,,,ISO,RGD:1591663 ,J:155856 
MGI:1891495,Jph1,junctophilin 1,1,,muscle organ development,,,IMP,MGI:2183252 ,J:78141 
MGI:1891496,Jph2,junctophilin 2,2,,regulation of cardiac muscle tissue development,,,IMP,,J:63879 
MGI:1343101,Kat2a,K(lysine) acetyltransferase 2A,11,,positive regulation of cardiac muscle cell differentiation,,,ISO,RGD:1307242 ,J:155856 
MGI:109366,Kcnk2,"potassium channel, subfamily K, member 2",1,,negative regulation of cardiac muscle cell proliferation,,,ISO,RGD:621448 ,J:155856 
MGI:1346053,Kel,Kell blood group,6,,skeletal muscle fiber development,,,IGI,MGI:103569 ,J:206464 
MGI:1338056,Klf5,Kruppel-like factor 5,14,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:1338056,Klf5,Kruppel-like factor 5,14,,skeletal muscle satellite cell differentiation,,,IMP,MGI:4353154 MGI:4421792 ,J:238742 
MGI:1919580,Klhl40,kelch-like 40,9,,skeletal muscle fiber development,,,IBA,PTN000697003 ,J:265628 
MGI:1919580,Klhl40,kelch-like 40,9,,skeletal muscle fiber development,,,IMP,,J:227534 
MGI:1919580,Klhl40,kelch-like 40,9,,skeletal muscle fiber development,,,IMP,MGI:4843038 ,J:213780 
MGI:1919580,Klhl40,kelch-like 40,9,,skeletal muscle fiber differentiation,,,IMP,,J:209066 J:227534 
MGI:2683854,Klhl41,kelch-like 41,2,,regulation of skeletal muscle cell differentiation,,,IBA,PTN000698247 ,J:265628 
MGI:2683854,Klhl41,kelch-like 41,2,,regulation of skeletal muscle cell differentiation,,,IMP,,J:184518 
MGI:2683854,Klhl41,kelch-like 41,2,,skeletal muscle cell differentiation,,,IDA,,J:184518 
MGI:2683854,Klhl41,kelch-like 41,2,,skeletal muscle fiber development,,,IEA,IPR030571 ,J:72247 
MGI:892019,Klk1b1,kallikrein 1-related peptidase b1,7,,left ventricular cardiac muscle tissue morphogenesis,results in the morphogenesis of heart left ventricle,,IMP,MGI:3513115 ,J:67868 
MGI:2444557,Kmt5b,lysine methyltransferase 5B,19,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:96709,Ky,kyphoscoliosis peptidase,9,,muscle organ development,,,IMP,MGI:1856928 ,J:66943 
MGI:105382,Lama5,"laminin, alpha 5",2,,muscle organ development,"results in the development of midgut,has the participant smooth muscle cell",,IMP,MGI:1934917 ,J:84903 
MGI:1342270,Large1,LARGE xylosyl- and glucuronyltransferase 1,8,,skeletal muscle organ development,,,IDA,,J:206057 
MGI:104867,Lbx1,ladybird homeobox 1,19,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:96770,Lef1,lymphoid enhancer binding factor 1,3,,negative regulation of striated muscle tissue development,,,IDA,,J:112463 
MGI:96770,Lef1,lymphoid enhancer binding factor 1,3,,regulation of striated muscle tissue development,,,IBA,PTN000042972 ,J:265628 
MGI:2385045,Lemd2,LEM domain containing 2,17,,skeletal muscle cell differentiation,,,IMP,,J:153986 
MGI:2385045,Lemd2,LEM domain containing 2,17,,skeletal muscle cell differentiation,,,ISO,Q8NC56 ,J:73065 
MGI:3580376,Lemd3,LEM domain containing 3,10,,skeletal muscle cell differentiation,,,IMP,,J:153986 
MGI:96787,Lif,leukemia inhibitory factor,11,,muscle organ morphogenesis,,,IMP,MGI:2181618 ,J:97380 
MGI:96794,Lmna,lamin A,3,,muscle organ development,,,ISO,P02545 ,J:164563 
MGI:2444169,Lmod3,leiomodin 3 (fetal),6,,positive regulation of skeletal muscle fiber development,,,ISO,Q0VAK6 ,J:164563 
MGI:2444169,Lmod3,leiomodin 3 (fetal),6,,skeletal muscle fiber development,,,IMP,,J:222174 J:223382 
MGI:96817,Lox,lysyl oxidase,18,,regulation of striated muscle tissue development,,,IMP,MGI:3610732 ,J:220322 
MGI:95794,Lrp2,low density lipoprotein receptor-related protein 2,2,,ventricular compact myocardium morphogenesis,,,IMP,,J:231312 
MGI:1298218,Lrp6,low density lipoprotein receptor-related protein 6,6,,negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,regulates a function/process that happens in left atrium auricular region cardiac muscle|regulates a function/process that happens in right atrium auricular region cardiac muscle|regulates a function/process that happens in right atrium cardiac muscle|regulates a function/process that happens in left ventricle cardiac muscle|regulates a function/process that happens in right ventricle cardiac muscle,,IGI,MGI:98958 ,J:163977 
MGI:1914228,Luc7l,Luc7-like,17,,negative regulation of striated muscle tissue development,,,IDA,,J:93078 
MGI:106651,Ly6e,"lymphocyte antigen 6 complex, locus E",15,,ventricular cardiac muscle tissue morphogenesis,has the participant heart ventricle,,IMP,MGI:2429638 ,J:73972 
MGI:96910,Maff,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)",15,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:1346858,Mapk1,mitogen-activated protein kinase 1,16,,positive regulation of cardiac muscle cell proliferation,,,ISO,RGD:70500 ,J:155856 
MGI:1338024,Mapk11,mitogen-activated protein kinase 11,15,,negative regulation of cardiac muscle cell proliferation,regulates a function/process that happens in heart,,IMP,MGI:3609429 ,J:176023 
MGI:1338024,Mapk11,mitogen-activated protein kinase 11,15,,regulation of cardiac muscle cell proliferation,,,IGI,MGI:1346865 ,J:176023 
MGI:1346865,Mapk14,mitogen-activated protein kinase 14,17,,positive regulation of cardiac muscle cell proliferation,,,IGI,MGI:1338024 ,J:176023 
MGI:1346865,Mapk14,mitogen-activated protein kinase 14,17,,skeletal muscle tissue development,"results in the development of trunk somite,has the participant muscle cell",,IMP,,J:99323 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,skeletal muscle tissue development,results in the development of skeletal musculature,,IMP,MGI:3052922 ,J:112061 
MGI:1100846,Med1,mediator complex subunit 1,11,,ventricular trabecula myocardium morphogenesis,,,IMP,,J:74328 
MGI:1929648,Med20,mediator complex subunit 20,17,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,positive regulation of cardiac muscle cell differentiation,,,IMP,,J:144407 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,positive regulation of cardiac muscle cell differentiation,,,ISO,Q06413 ,J:164563 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,positive regulation of cardiac muscle cell proliferation,,,IMP,,J:144407 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,positive regulation of skeletal muscle cell differentiation,,,ISO,Q06413 ,J:164563 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,positive regulation of skeletal muscle tissue development,,,ISO,Q06413 ,J:164563 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,skeletal muscle cell differentiation,,,NAS,,J:173154 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,skeletal muscle tissue development,"results in the development of skeletal muscle tissue,has the participant slow muscle cell",,IMP,MGI:3718323 ,J:127416 
MGI:99533,Mef2d,myocyte enhancer factor 2D,3,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:1202886,Meg3,maternally expressed 3,12,,skeletal muscle tissue development,,,IMP,MGI:4840060 ,J:166176 
MGI:2685177,Megf10,multiple EGF-like-domains 10,18,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:2685177,Megf10,multiple EGF-like-domains 10,18,,regulation of skeletal muscle tissue development,,,ISO,Q96KG7 ,J:164563 
MGI:2685177,Megf10,multiple EGF-like-domains 10,18,,skeletal muscle satellite cell differentiation,,,IMP,,J:183964 
MGI:2685177,Megf10,multiple EGF-like-domains 10,18,,skeletal muscle satellite cell differentiation,,,ISO,Q96KG7 ,J:164563 
MGI:104717,Meis1,Meis homeobox 1,11,,negative regulation of cardiac muscle cell proliferation,,,ISO,RGD:1585482 ,J:155856 
MGI:103219,Meox2,mesenchyme homeobox 2,12,,skeletal muscle tissue development,results in the development of limb,,IMP,MGI:2674242 ,J:56172 
MGI:96969,Met,met proto-oncogene,6,,muscle organ development,results in the development of genioglossus|results in the development of hyoglossus|results in the development of diaphragm|results in the development of triceps brachii|results in the development of biceps brachii|results in the development of deltoid|results in the development of pectoralis major|results in the development of pectoralis minor|results in the development of latissimus dorsi|results in the development of limb|results in the development of eye skeletal muscle|results in the development of platysma,,IGI,MGI:97487 ,J:93807 
MGI:96969,Met,met proto-oncogene,6,,muscle organ development,,,IMP,MGI:1858019 ,J:93807 
MGI:96969,Met,met proto-oncogene,6,,skeletal muscle tissue development,results in the development of tongue muscle|results in the development of limb|results in the development of diaphragm,,IMP,MGI:1857655 ,J:28570 
MGI:2385142,Mettl8,methyltransferase like 8,2,,skeletal muscle tissue development,,,IDA,,J:99401 
MGI:3611450,Mettl21c,methyltransferase like 21C,1,,skeletal muscle tissue development,,,IMP,,J:233233 
MGI:3618746,Mir1a-2,microRNA 1a-2,18,,negative regulation of cardiac muscle cell proliferation,,,IMP,,J:211548 
MGI:2676818,Mir133a-1,microRNA 133a-1,18,,regulation of cardiac muscle cell proliferation,regulates the proliferation of cardiac muscle cell,,IMP,MGI:3822152 MGI:3822154 ,J:142220 
MGI:3618718,Mir133a-2,microRNA 133a-2,2,,regulation of cardiac muscle cell proliferation,regulates the proliferation of cardiac muscle cell,,IMP,MGI:3822156 MGI:3822158 ,J:142220 
MGI:2676828,Mir143,microRNA 143,18,,aorta smooth muscle tissue morphogenesis,has the participant aorta,,IGI,MGI:2676830 ,J:159593 
MGI:2676830,Mir145a,microRNA 145a,18,,aorta smooth muscle tissue morphogenesis,has the participant aorta,,IGI,MGI:2676828 ,J:159593 
MGI:2676890,Mir214,microRNA 214,1,,positive regulation of skeletal muscle tissue development,,,IGI,MGI:97376 ,J:166193 
MGI:2676890,Mir214,microRNA 214,1,,positive regulation of skeletal muscle tissue development,,,IMP,,J:166193 
MGI:3629611,Mir669a-1,microRNA 669a-1,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:3629622,Mir669a-2,microRNA 669a-2,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:3629609,Mir669a-3,microRNA 669a-3,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834281,Mir669a-4,microRNA 669a-4,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834282,Mir669a-5,microRNA 669a-5,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834283,Mir669a-6,microRNA 669a-6,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834286,Mir669a-7,microRNA 669a-7,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834288,Mir669a-8,microRNA 669a-8,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834290,Mir669a-9,microRNA 4669a-9,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:4834293,Mir669a-10,microRNA 669a-10,2,,negative regulation of skeletal muscle cell differentiation,,,IDA,,J:174203 
MGI:3629709,Mir675,microRNA 675,7,,positive regulation of skeletal muscle cell differentiation,,,IMP,,J:209142 
MGI:109160,Mnx1,motor neuron and pancreas homeobox 1,5,,diaphragm development,,,IMP,MGI:2182358 MGI:2182361 MGI:2182363 ,J:57340 
MGI:3050795,Mrtfb,myocardin related transcription factor B,16,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:3050795,Mrtfb,myocardin related transcription factor B,16,,positive regulation of striated muscle tissue development,,,ISO,Q9ULH7 ,J:164563 
MGI:1333884,Msc,musculin,1,,branchiomeric skeletal muscle development,,,IGI,O35437 ,J:111337 
MGI:1333884,Msc,musculin,1,,diaphragm development,,,IGI,O35437 ,J:111337 
MGI:95691,Mstn,myostatin,1,,negative regulation of skeletal muscle tissue growth,,,IMP,,J:40054 J:75344 J:171042 J:205290 
MGI:95691,Mstn,myostatin,1,,negative regulation of skeletal muscle tissue growth,,,IMP,MGI:2148177 ,J:132807 
MGI:95691,Mstn,myostatin,1,,negative regulation of skeletal muscle tissue growth,,,IMP,MGI:3778375 ,J:132807 
MGI:95691,Mstn,myostatin,1,,negative regulation of skeletal muscle tissue growth,,,ISO,RGD:3115 ,J:155856 
MGI:95691,Mstn,myostatin,1,,negative regulation of skeletal muscle tissue growth,,,ISO,O14793 ,J:164563 
MGI:97168,Msx1,msh homeobox 1,5,,muscle organ development,,,IPI,P43276 ,J:91568 
MGI:1099452,Mtm1,X-linked myotubular myopathy gene 1,X,,positive regulation of skeletal muscle tissue growth,"regulates a function/process that happens in skeletal muscle tissue,happens in skeletal muscle tissue",,IMP,MGI:2450997 ,J:201107 
MGI:1928394,Mtor,mechanistic target of rapamycin kinase,4,,positive regulation of cell growth involved in cardiac muscle cell development,,,ISO,RGD:68371 ,J:155856 
MGI:2384818,Mtss1,MTSS I-BAR domain containing 1,15,,muscle organ development,,,NAS,,J:82186 
MGI:102844,Mybpc3,"myosin binding protein C, cardiac",2,,ventricular cardiac muscle tissue morphogenesis,,,ISO,Q14896 ,J:164563 
MGI:97250,Myc,myelocytomatosis oncogene,15,,skeletal muscle cell differentiation,results in the differentiation of myotube,,IMP,,J:178918 
MGI:97252,Myf5,myogenic factor 5,10,,muscle organ development,results in the development of vertebral axis musculature,,IGI,MGI:97275 ,J:95359 
MGI:97252,Myf5,myogenic factor 5,10,,muscle organ development,,,IGI,MGI:97276 ,J:31611 
MGI:97252,Myf5,myogenic factor 5,10,,muscle organ development,,,IMP,MGI:1857219 ,J:31611 
MGI:97252,Myf5,myogenic factor 5,10,,muscle organ morphogenesis,has the participant pharynx,,IGI,MGI:98493 ,J:150130 
MGI:97252,Myf5,myogenic factor 5,10,,muscle tissue morphogenesis,has the participant extrinsic ocular muscle,,IGI,MGI:97491 ,J:150130 
MGI:97252,Myf5,myogenic factor 5,10,,muscle tissue morphogenesis,has the participant extrinsic ocular muscle,,IMP,MGI:1857973 MGI:3055340 ,J:150130 
MGI:97252,Myf5,myogenic factor 5,10,,positive regulation of skeletal muscle fiber development,,,IBA,PTN000898840 ,J:265628 
MGI:97252,Myf5,myogenic factor 5,10,,skeletal muscle cell differentiation,,,IBA,PTN000898840 ,J:265628 
MGI:97252,Myf5,myogenic factor 5,10,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:97252,Myf5,myogenic factor 5,10,,skeletal muscle tissue development,,,IGI,MGI:97253 ,J:150130 
MGI:97252,Myf5,myogenic factor 5,10,,skeletal muscle tissue development,"results in the development of skeletal musculature,has the participant myoblast",,IGI,MGI:97275 ,J:16387 
MGI:97252,Myf5,myogenic factor 5,10,,skeletal muscle tissue development,,,IMP,MGI:1857973 MGI:3055340 ,J:150130 
MGI:97253,Myf6,myogenic factor 6,10,,muscle organ development,,,IEA,IPR002546 IPR039704 ,J:72247 
MGI:97253,Myf6,myogenic factor 6,10,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:97253,Myf6,myogenic factor 6,10,,muscle tissue morphogenesis,,,IMP,MGI:1913092 ,J:150130 
MGI:97253,Myf6,myogenic factor 6,10,,positive regulation of skeletal muscle fiber development,,,IBA,PTN000898840 ,J:265628 
MGI:97253,Myf6,myogenic factor 6,10,,skeletal muscle cell differentiation,,,IBA,PTN000898840 ,J:265628 
MGI:97253,Myf6,myogenic factor 6,10,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:97253,Myf6,myogenic factor 6,10,,skeletal muscle tissue development,,,IGI,MGI:97252 ,J:150130 
MGI:97253,Myf6,myogenic factor 6,10,,skeletal muscle tissue development,,,IMP,MGI:1857220 ,J:29279 
MGI:97253,Myf6,myogenic factor 6,10,,skeletal muscle tissue development,,,IMP,MGI:1927607 ,J:24360 
MGI:97253,Myf6,myogenic factor 6,10,,skeletal muscle tissue development,,,TAS,,J:27708 
MGI:97255,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha",14,,atrial cardiac muscle tissue morphogenesis,,,ISO,P13533 ,J:164563 
MGI:97255,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha",14,,ventricular cardiac muscle tissue morphogenesis,,,ISO,P13533 ,J:164563 
MGI:97255,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha",14,,visceral muscle development,,,IMP,MGI:2182704 ,J:89230 
MGI:2155600,Myh7,"myosin, heavy polypeptide 7, cardiac muscle, beta",14,,ventricular cardiac muscle tissue morphogenesis,,,ISO,P12883 ,J:164563 
MGI:1919210,Myh14,"myosin, heavy polypeptide 14",7,,skeletal muscle tissue development,,,ISO,Q7Z406 ,J:164563 
MGI:3650429,Myhas,myosin heavy chain gene antisense RNA,11,,skeletal muscle fiber development,,,IDA,,J:240240 
MGI:3650429,Myhas,myosin heavy chain gene antisense RNA,11,,skeletal muscle fiber development,,,IMP,,J:240240 
MGI:3650429,Myhas,myosin heavy chain gene antisense RNA,11,,skeletal muscle tissue development,,,IMP,,J:240240 
MGI:97272,Myl2,"myosin, light polypeptide 2, regulatory, cardiac, slow",5,,ventricular cardiac muscle tissue morphogenesis,,,ISO,P10916 ,J:164563 
MGI:97268,Myl3,"myosin, light polypeptide 3",9,,ventricular cardiac muscle tissue morphogenesis,,,ISO,P08590 ,J:164563 
MGI:109318,Myl6,"myosin, light polypeptide 6, alkali, smooth muscle and non-muscle",10,,skeletal muscle tissue development,,,TAS,,J:113707 
MGI:1917789,Myl6b,"myosin, light polypeptide 6B",10,,skeletal muscle tissue development,,,TAS,,J:113707 
MGI:894806,Mylk,"myosin, light polypeptide kinase",16,,aorta smooth muscle tissue morphogenesis,,,ISO,Q15746 ,J:164563 
MGI:2139434,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2,,cardiac muscle tissue morphogenesis,,,IBA,PTN000680773 ,J:265628 
MGI:2139434,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2,,cardiac muscle tissue morphogenesis,,,ISO,Q9H1R3 ,J:164563 
MGI:2139434,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2,,skeletal muscle cell differentiation,,,ISO,Q9H1R3 ,J:164563 
MGI:2139434,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2,,skeletal muscle cell differentiation,,,NAS,,J:173154 
MGI:2139434,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2,,skeletal muscle satellite cell differentiation,,,IMP,,J:173154 
MGI:97273,Mylpf,"myosin light chain, phosphorylatable, fast skeletal muscle",7,,skeletal muscle tissue development,,,IMP,,J:131461 
MGI:1913389,Mymk,"myomaker, myoblast fusion factor",2,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:3649059,Mymx,"myomixer, myoblast fusion factor",17,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:3649059,Mymx,"myomixer, myoblast fusion factor",17,,skeletal muscle organ development,,,IBA,PTN002222898 ,J:265628 
MGI:3649059,Mymx,"myomixer, myoblast fusion factor",17,,skeletal muscle organ development,,,IMP,,J:241564 J:241565 J:242061 
MGI:2137495,Myocd,myocardin,11,,negative regulation of skeletal muscle cell differentiation,,,ISO,Q8IZQ8 ,J:164563 
MGI:2137495,Myocd,myocardin,11,,positive regulation of cardiac muscle cell differentiation,,,ISO,Q8IZQ8 ,J:164563 
MGI:97275,Myod1,myogenic differentiation 1,7,,muscle organ development,,,IDA,,J:91568 
MGI:97275,Myod1,myogenic differentiation 1,7,,muscle organ development,results in the development of vertebral axis musculature,,IGI,MGI:97252 ,J:95359 
MGI:97275,Myod1,myogenic differentiation 1,7,,positive regulation of skeletal muscle fiber development,,,IBA,PTN000898840 ,J:265628 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle cell differentiation,,,IBA,PTN000898840 ,J:265628 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle cell differentiation,,,NAS,,J:173154 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle fiber development,results in the development of myotube,,IMP,,J:147457 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle tissue development,,,IDA,,J:87788 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle tissue development,has the participant fibroblast,,IDA,,J:76817 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle tissue development,results in the development of diaphragm,,IGI,MGI:94909 ,J:100052 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle tissue development,"results in the development of skeletal musculature,has the participant myoblast",,IGI,MGI:97252 ,J:16387 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle tissue development,results in the development of head,,IMP,MGI:1857221 ,J:150130 
MGI:97275,Myod1,myogenic differentiation 1,7,,skeletal muscle tissue development,,,TAS,,J:27708 
MGI:97276,Myog,myogenin,1,,muscle organ development,,,IGI,MGI:97252 ,J:31611 
MGI:97276,Myog,myogenin,1,,positive regulation of skeletal muscle fiber development,,,IBA,PTN000898840 ,J:265628 
MGI:97276,Myog,myogenin,1,,positive regulation of skeletal muscle fiber development,,,IMP,,J:14208 
MGI:97276,Myog,myogenin,1,,skeletal muscle cell differentiation,,,IBA,PTN000898840 ,J:265628 
MGI:97276,Myog,myogenin,1,,skeletal muscle fiber development,happens in skeletal muscle tissue,,IMP,MGI:1857667 ,J:14208 
MGI:97276,Myog,myogenin,1,,skeletal muscle tissue development,,,IDA,,J:87788 
MGI:97276,Myog,myogenin,1,,skeletal muscle tissue development,,,TAS,,J:27708 
MGI:1341430,Myom1,myomesin 1,17,,cardiac muscle tissue morphogenesis,,,IBA,PTN001790574 ,J:265628 
MGI:1328358,Myom2,myomesin 2,8,,cardiac muscle tissue morphogenesis,,,IBA,PTN001790574 ,J:265628 
MGI:2685280,Myom3,"myomesin family, member 3",4,,cardiac muscle tissue morphogenesis,,,IBA,PTN001790574 ,J:265628 
MGI:6278009,Myoparr,myogenin promoter-associated myogenic regulatory antisense lncRNA,1,,skeletal muscle fiber development,,,IMP,,J:271538 
MGI:2140300,Myorg,myogenesis regulating glycosidase (putative),4,,skeletal muscle fiber development,,,IBA,PTN002874696 ,J:265628 
MGI:2140300,Myorg,myogenesis regulating glycosidase (putative),4,,skeletal muscle fiber development,,,IMP,,J:156975 
MGI:2140300,Myorg,myogenesis regulating glycosidase (putative),4,,skeletal muscle fiber development,,,ISO,Q6NSJ0 ,J:164563 
MGI:1929471,Myoz1,myozenin 1,14,,skeletal muscle tissue development,,,IMP,,J:144597 
MGI:1913063,Myoz2,myozenin 2,3,,skeletal muscle tissue development,happens in soleus,,IDA,,J:94665 
MGI:1100535,Myt1,myelin transcription factor 1,2,,diaphragm development,,,IMP,MGI:3765054 ,J:127471 
MGI:106095,Naca,nascent polypeptide-associated complex alpha polypeptide,10,,positive regulation of skeletal muscle tissue growth,,,IMP,,J:167169 
MGI:106095,Naca,nascent polypeptide-associated complex alpha polypeptide,10,,regulation of skeletal muscle fiber development,,,IMP,,J:167169 
MGI:97281,Ncam1,neural cell adhesion molecule 1,9,,positive regulation of cardiac muscle cell proliferation,,,ISO,RGD:67378 ,J:155856 
MGI:107754,Neurog1,neurogenin 1,13,,regulation of muscle organ development,,,ISO,Q92886 ,J:164563 
